type,id,project_id,submitter_id,aliquot_container,clinical_or_contrived,hours_to_freezer_lower,hours_to_freezer_upper,preservation_method,storage_temperature,aliquot_quantity,aliquot_volume,contrivance_method,methanol_added,samples.id#1,samples.submitter_id#1
aliquot,2e78f472-98f2-4608-ba70-a3d8db12314a,bpa-Sysmex_P0001_T1,037_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,0310b334-9c47-4887-975c-01451d51c7ca,037_sample_Streck_2h_storage_RT
aliquot,7ed310de-a24c-40b1-98c8-8490d37344d6,bpa-Sysmex_P0001_T1,038_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,e3fa5b0b-1f7d-40f0-9fb3-66b79236ed03,038_sample_Streck_3d_storage_RT
aliquot,b6b03625-3817-4ac6-ad62-c48088a3c91d,bpa-Sysmex_P0001_T1,039_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,16a03a15-b0a3-46fe-8a1e-dd6b4e605f57,039_sample_Streck_3d_storage_RT_agitation
aliquot,38788346-00e2-4bc0-8946-5109f6e046be,bpa-Sysmex_P0001_T1,040_aliquot_Streck_5d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,c9c02b8e-3644-4265-a4bf-5c0f1c544e7d,040_sample_Streck_5d_storage_RT
aliquot,9fb42286-f392-4f14-b64f-980511e4355d,bpa-Sysmex_P0001_T1,041_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,2757c6c1-4605-434a-9e02-46ebe37fcaa9,041_sample_K2EDTA_2h_storage_RT
aliquot,5e6a33a8-243b-40b4-9307-fdc4a6900ab3,bpa-Sysmex_P0001_T1,042_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,09c487be-b809-4af8-bec9-13ab8541cc20,042_sample_Streck_2h_storage_RT
aliquot,d772e53d-e375-4211-8c39-ccef8fc4eec1,bpa-Sysmex_P0001_T1,043_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,85f4b066-515a-4253-aef3-8775093d1860,043_sample_Streck_3d_storage_RT
aliquot,d4f7a01d-fb42-47ab-b950-f395cb0f35ef,bpa-Sysmex_P0001_T1,044_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,4f1b4969-b730-482a-a4fd-cdc7ea27b985,044_sample_Streck_3d_storage_RT_agitation
aliquot,564e63ce-af3e-4bc5-a663-c02907b5e925,bpa-Sysmex_P0001_T1,001_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,239fd562-2155-4bc2-9bad-d55bb1c6000a,001_sample_K2EDTA_2h_storage_RT
aliquot,2a1a4472-ce78-4499-bed7-9aaafed0eac9,bpa-Sysmex_P0001_T1,002_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,1542c0ee-8e69-40bf-b58c-7ef35122c258,002_sample_Streck_2h_storage_RT
aliquot,d79a502c-dbd6-492b-b113-7394b45810da,bpa-Sysmex_P0001_T1,003_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,075fa8e1-995b-43cc-b711-8626d093bdfa,003_sample_Streck_3d_storage_RT
aliquot,0e3f5d7e-e920-40a9-bc8e-6fba813b9fa5,bpa-Sysmex_P0001_T1,004_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,c82ad298-599c-435d-8880-c2882b4f1a30,004_sample_Streck_3d_storage_RT_agitation
aliquot,328e1824-418b-47c5-a7d1-8c92e57023cf,bpa-Sysmex_P0001_T1,005_aliquot_Streck_5d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,457a237c-fb35-4a17-bb14-195bae6e5fa3,005_sample_Streck_5d_storage_RT
aliquot,3235568d-5fc4-4d58-91d5-282fe11b479c,bpa-Sysmex_P0001_T1,006_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,0fbb4cc9-554b-42ac-979e-e8047923e2d9,006_sample_K2EDTA_2h_storage_RT
aliquot,65ed79eb-fdaa-4117-9559-b8cf02146515,bpa-Sysmex_P0001_T1,007_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,c5408ee6-bccb-404b-80c2-8c4ad3a050e5,007_sample_Streck_2h_storage_RT
aliquot,7167c841-d59d-4075-8882-9738b7e28dc7,bpa-Sysmex_P0001_T1,008_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,562d5ccc-0006-484c-abf4-7b4982c6465f,008_sample_Streck_3d_storage_RT
aliquot,6eceb83c-037b-4f8f-bb55-9959fabb0538,bpa-Sysmex_P0001_T1,009_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,e1e98109-7146-46b9-b53a-6638c33ec2be,009_sample_Streck_3d_storage_RT_agitation
aliquot,ac1b955f-54d4-4742-bcb1-bb64f90de55e,bpa-Sysmex_P0001_T1,010_aliquot_Streck_5d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,8588a7eb-f006-41e7-9d75-bc0df85be3fe,010_sample_Streck_5d_storage_RT
aliquot,7f4915bb-c1be-4148-817f-16ad558bf960,bpa-Sysmex_P0001_T1,011_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,79073cf8-9195-4b2b-b902-2d1596d7a03a,011_sample_K2EDTA_2h_storage_RT
aliquot,00677173-b049-451e-9668-06c14a6b5b0f,bpa-Sysmex_P0001_T1,012_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,3323664e-2e34-44e4-8258-890a0a708845,012_sample_Streck_2h_storage_RT
aliquot,f915cd9e-794d-4486-9084-bb9d5e163f3b,bpa-Sysmex_P0001_T1,013_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,38358128-a905-4bc3-b6a2-c505535a28c9,013_sample_Streck_3d_storage_RT
aliquot,414f08b7-54cf-47aa-a091-4dfad690a41d,bpa-Sysmex_P0001_T1,045_aliquot_Streck_5d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,809760aa-855b-4c74-8479-6f97835ed7fa,045_sample_Streck_5d_storage_RT
aliquot,3b87dd14-cf85-4bb3-800d-b6c2eda35a8a,bpa-Sysmex_P0001_T1,046_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,18469f19-0408-4e8c-bc0c-15d6349bccb5,046_sample_K2EDTA_2h_storage_RT
aliquot,57fcb56c-7941-4dd7-a7ce-190c2ec28283,bpa-Sysmex_P0001_T1,047_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,cc591b66-8209-4a76-820f-187e186c6696,047_sample_Streck_2h_storage_RT
aliquot,40bffb20-ea42-41af-957b-2dc220d218c2,bpa-Sysmex_P0001_T1,048_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,b54eb896-1046-4b80-9c68-791b4bbb472b,048_sample_Streck_3d_storage_RT
aliquot,5f392d67-404b-4bed-8dc8-18d3c9c1d10c,bpa-Sysmex_P0001_T1,049_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,554570c6-bbc3-4a62-9c3c-5772ef0d4197,049_sample_Streck_3d_storage_RT_agitation
aliquot,cdb186d1-8308-462c-94e2-bcdca0aaeba8,bpa-Sysmex_P0001_T1,050_aliquot_Streck_5d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,5b7b0ef6-5ca5-4061-b0de-168bcae3f000,050_sample_Streck_5d_storage_RT
aliquot,f96aa384-7ff7-4d7e-bd56-207ed3e8d553,bpa-Sysmex_P0001_T1,051_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,9cee11ff-3844-4801-90f8-ce668b9d45bb,051_sample_K2EDTA_2h_storage_RT
aliquot,7d668699-d625-4899-b9f1-c789b7a620c0,bpa-Sysmex_P0001_T1,052_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,0e993a20-4e87-4ee3-b590-9f9214b19bdd,052_sample_Streck_2h_storage_RT
aliquot,102074ec-0584-4430-b5d1-d5402b688ca0,bpa-Sysmex_P0001_T1,053_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,4b9d9950-28af-40de-8508-455342575803,053_sample_Streck_3d_storage_RT
aliquot,d0cb10ba-fef7-4d05-9b1d-4898a3cdd03e,bpa-Sysmex_P0001_T1,054_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,641148b2-d95d-46ab-b53c-7629f4f25564,054_sample_Streck_3d_storage_RT_agitation
aliquot,1a8edd1f-159e-4282-bf7b-bf7820270837,bpa-Sysmex_P0001_T1,055_aliquot_Streck_5d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,7812a559-94c7-406f-8069-55274bba11a6,055_sample_Streck_5d_storage_RT
aliquot,21929c87-25a7-4b71-bcc0-6d94b051cbf1,bpa-Sysmex_P0001_T1,061_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,6d3e2cad-8305-483e-8abd-200272aa3498,061_sample_K2EDTA_2h_storage_RT
aliquot,372ef131-e2fe-4e5f-94ff-134fc710aa64,bpa-Sysmex_P0001_T1,062_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,bd445299-edeb-4b5e-953b-faea75242c0c,062_sample_Streck_2h_storage_RT
aliquot,2be9faa5-49bd-41bb-ba62-d8927ca9fc80,bpa-Sysmex_P0001_T1,063_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,092f054f-092f-48aa-a160-6f13d2e444d0,063_sample_Streck_3d_storage_RT
aliquot,1aa64cfe-babc-4009-8c75-784514bb556c,bpa-Sysmex_P0001_T1,064_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,5a953e9e-1dcb-437a-a485-5883fc2ec5a8,064_sample_Streck_3d_storage_RT_agitation
aliquot,c7efa8fd-c70d-48a5-bd44-ab5b13313d4d,bpa-Sysmex_P0001_T1,065_aliquot_Streck_5d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,4d84e9f5-d426-4062-9d66-5e3a9539e6fe,065_sample_Streck_5d_storage_RT
aliquot,e3fb8890-951a-4124-b289-16009b3e00c0,bpa-Sysmex_P0001_T1,066_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,ffc50ab5-fd69-4c76-9b45-56fc377829a1,066_sample_K2EDTA_2h_storage_RT
aliquot,c78a8e3c-2632-4ec0-8108-d9a8f739de2c,bpa-Sysmex_P0001_T1,067_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,7fc0e31f-cf14-4dde-bdda-088fc7d5d5d5,067_sample_Streck_2h_storage_RT
aliquot,1e24f45e-5d9c-42dc-b690-481c9bed0690,bpa-Sysmex_P0001_T1,068_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,4eeadd57-4c8b-4e0b-90aa-afac135a7c70,068_sample_Streck_3d_storage_RT
aliquot,7d162501-bec0-44ce-9077-cb7906b3e96c,bpa-Sysmex_P0001_T1,069_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,781b4bf1-8028-42ab-a08d-49239fc7cefe,069_sample_Streck_3d_storage_RT_agitation
aliquot,dd7c2ce3-f784-4081-a2f4-d3545682189c,bpa-Sysmex_P0001_T1,070_aliquot_Streck_5d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,a407d0f3-87f5-40c8-a6ae-b98f845c6360,070_sample_Streck_5d_storage_RT
aliquot,cba2640d-43c7-4b5b-9f27-1555d5f6d17e,bpa-Sysmex_P0001_T1,071_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,8e1042a9-eb08-4c01-bb9d-3f9ff4c188c1,071_sample_K2EDTA_2h_storage_RT
aliquot,a8487f5d-73d5-478e-b60f-b7450e0ad053,bpa-Sysmex_P0001_T1,072_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,3974c93f-947f-4e69-b804-773f1e7598a9,072_sample_Streck_2h_storage_RT
aliquot,5410d7fd-5aa8-4aad-96b7-385edfe0756b,bpa-Sysmex_P0001_T1,073_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,ff4370b0-a13d-4fe3-a14b-844c334cbe20,073_sample_Streck_3d_storage_RT
aliquot,f569aa4e-228d-40dc-bf26-74f546763589,bpa-Sysmex_P0001_T1,074_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,c8b7bafe-71c3-4ba6-8aec-4a3d9710a260,074_sample_Streck_3d_storage_RT_agitation
aliquot,33850729-7211-426f-b0d5-5b35cfb30d3c,bpa-Sysmex_P0001_T1,151_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,bf944b2d-014f-4bab-8d0e-bf7e6d952ee8,151_sample_K2EDTA_2h_storage_RT
aliquot,34eb2dd2-bbd1-4099-9612-6ccab5dedc9b,bpa-Sysmex_P0001_T1,152_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,b882eb04-90e0-46b5-a109-8bfbaa80058a,152_sample_Streck_2h_storage_RT
aliquot,41a78559-75a0-4aae-875e-a8bc5cb44e3c,bpa-Sysmex_P0001_T1,153_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,b409030b-84d6-4bc1-9f69-80994e04e8fd,153_sample_Streck_3d_storage_RT
aliquot,739416d0-0124-42c3-999d-01d2e34e856f,bpa-Sysmex_P0001_T1,154_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,2add9229-2cea-4f4b-8636-2b2e6ac54219,154_sample_Streck_3d_storage_RT_agitation
aliquot,ee052c17-d299-4ef5-a865-eae5cb5197e0,bpa-Sysmex_P0001_T1,155_aliquot_Streck_5d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,971b55b7-7ae4-460b-9b89-82bb32929eef,155_sample_Streck_5d_storage_RT
aliquot,66d7949e-7d66-4fdb-b9af-5602530916aa,bpa-Sysmex_P0001_T1,156_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,b3210aed-d877-4463-a353-0c8493be3914,156_sample_K2EDTA_2h_storage_RT
aliquot,484a3969-a9cd-4fbf-9ff9-d4128b2bfe03,bpa-Sysmex_P0001_T1,157_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,3e41e03e-c833-4323-883b-017d74cc0d6d,157_sample_Streck_2h_storage_RT
aliquot,74914588-f6ea-4723-89dc-073fb346e220,bpa-Sysmex_P0001_T1,158_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,6ac01e0a-0b10-477f-bc19-5fbae1a6b3b9,158_sample_Streck_3d_storage_RT
aliquot,d92dd35b-2f90-4467-9fe6-9b2844901d2a,bpa-Sysmex_P0001_T1,159_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,60b82609-de08-4fca-82f3-9a03dc135630,159_sample_Streck_3d_storage_RT_agitation
aliquot,1f352adb-56b1-4509-b415-cc9700ccd5d9,bpa-Sysmex_P0001_T1,160_aliquot_Streck_5d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,418e71ea-a0da-4c9a-ae39-cc119e7507c0,160_sample_Streck_5d_storage_RT
aliquot,c1e4363b-63e9-4908-9276-020e2adbee77,bpa-Sysmex_P0001_T1,161_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,e45ec27c-6614-48f1-98b4-0fa48ce699bd,161_sample_K2EDTA_2h_storage_RT
aliquot,6657ccb3-1122-455f-8f6f-a51b7618d734,bpa-Sysmex_P0001_T1,162_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,be4f8f97-9565-4a52-acf6-7ec0188bdd7b,162_sample_Streck_2h_storage_RT
aliquot,6829fb42-9405-4bf0-aa32-b7bd7192d7b2,bpa-Sysmex_P0001_T1,163_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,d5e57597-a436-4596-9f74-dcb95c7f20f3,163_sample_Streck_3d_storage_RT
aliquot,b7eb3582-908a-4086-9fdd-e2840e339dd7,bpa-Sysmex_P0001_T1,164_aliquot_Streck_3d_storage_RT_agitation,Vial,Clinical,0,2,Frozen,-80,,2000,,,5fe57f23-9157-415f-a6a4-17760391c4d8,164_sample_Streck_3d_storage_RT_agitation
aliquot,e1e4b640-b19e-46c8-b9be-3ab4b6dcdac1,bpa-Sysmex_P0001_T1,056_aliquot_K2EDTA_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,a11fc516-38cb-427f-92fa-05d12361ab2a,056_sample_K2EDTA_2h_storage_RT
aliquot,c6d0c1d0-42d5-4606-bb36-7c1ae9f47015,bpa-Sysmex_P0001_T1,057_aliquot_Streck_2h_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,58faed3a-9011-4c29-b2de-5832b62459be,057_sample_Streck_2h_storage_RT
aliquot,58adc84c-ee82-4fc5-a129-ec65ec3e0bf0,bpa-Sysmex_P0001_T1,058_aliquot_Streck_3d_storage_RT,Vial,Clinical,0,2,Frozen,-80,,2000,,,5c3f0e32-4df0-4830-90e1-a938a66c7eef,058_sample_Streck_3d_storage_RT
